1.22657	1.22237	1.22727	1.22628	1610049600.0
1.22714	1.2221	1.2279	1.22709	1610051400.0
1.22742	1.2229	1.22756	1.2264	1610053200.0
1.22661	1.2228	1.22748	1.22652	1610055000.0
1.22675	1.2225	1.2272	1.2264599999999999	1610056800.0
1.22704	1.223	1.22704	1.22632	1610058600.0
1.22657	1.2223	1.22759	1.22629	1610060400.0
1.22729	1.2225	1.2276799999999999	1.22677	1610062200.0
1.22713	1.2232	1.2273100000000001	1.22619	1610064000.0
1.22637	1.2231	1.22671	1.22621	1610065800.0
1.22644	1.2227	1.22719	1.22644	1610067600.0
1.22686	1.2226	1.22709	1.2267299999999999	1610069400.0
1.22691	1.2224	1.22713	1.2263600000000001	1610071200.0
1.2271	1.2237	1.22724	1.22566	1610073000.0
1.22578	1.2257	1.226	1.22349	1610074800.0
1.22376	1.2247	1.2253	1.2236799999999999	1610076600.0
1.22479	1.2239	1.22574	1.22455	1610078400.0
1.22561	1.2235	1.22604	1.22541	1610080200.0
1.22598	1.2232	1.2264	1.22587	1610082000.0
1.22627	1.2233	1.22648	1.22603	1610083800.0
1.22618	1.2234	1.22626	1.2258499999999999	1610085600.0
1.226	1.2231	1.22632	1.22561	1610087400.0
1.2263	1.223	1.22681	1.22606	1610089200.0
1.22637	1.2236	1.22649	1.22569	1610091000.0
1.22578	1.2231	1.22662	1.2257500000000001	1610092800.0
1.2263	1.2231	1.22682	1.22617	1610094600.0
1.22634	1.2232	1.22691	1.2258	1610096400.0
1.22621	1.2256	1.22625	1.22326	1610098200.0
1.2239200000000001	1.2266	1.2239200000000001	1.22133	1610100000.0
1.22295	1.2272	1.22322	1.22193	1610101800.0
