1.1013600000000001	1.10167	1.10204	1.10133	1580211000.0
1.10167	1.10208	1.10224	1.10159	1580212800.0
1.10208	1.1019	1.10212	1.10148	1580214600.0
1.1019	1.1014	1.10194	1.1013	1580216400.0
1.1014	1.10105	1.10157	1.10073	1580218200.0
1.10105	1.10031	1.10108	1.10027	1580220000.0
1.10031	1.10065	1.10077	1.10022	1580221800.0
1.10066	1.10068	1.1007500000000001	1.10019	1580223600.0
1.10068	1.10052	1.10095	1.10031	1580225400.0
1.10052	1.10019	1.10065	1.10011	1580227200.0
1.10021	1.1004	1.10047	1.09997	1580229000.0
1.10039	1.10006	1.10057	1.09977	1580230800.0
1.10004	1.1	1.10048	1.09989	1580232600.0
1.10001	1.10082	1.10082	1.09993	1580234400.0
1.10082	1.10073	1.10105	1.10066	1580236200.0
1.10073	1.10092	1.10107	1.10026	1580238000.0
1.10092	1.10089	1.10106	1.1008499999999999	1580239800.0
1.10089	1.10123	1.10138	1.10087	1580241600.0
1.10123	1.10122	1.10142	1.10112	1580243400.0
1.10122	1.10151	1.10152	1.10111	1580245200.0
1.10151	1.10166	1.10172	1.10139	1580247000.0
1.10166	1.10181	1.10188	1.10165	1580248800.0
1.10181	1.10216	1.10217	1.10171	1580250600.0
1.10216	1.10208	1.10225	1.1019700000000001	1580252400.0
1.10208	1.1022	1.10226	1.102	1580254200.0
1.10219	1.10224	1.10241	1.10187	1580256000.0
1.10229	1.10218	1.10241	1.10202	1580257800.0
1.10218	1.10228	1.1023	1.1020699999999999	1580259600.0
1.10228	1.10221	1.10229	1.10212	1580261400.0
1.10221	1.10242	1.10244	1.10202	1580263200.0
