1.05178	1.05132	1.0521	1.05073	1652871600.0
1.05132	1.05095	1.05139	1.04946	1652873400.0
1.05095	1.0514000000000001	1.05205	1.05059	1652875200.0
1.0514000000000001	1.05241	1.05243	1.05132	1652877000.0
1.0524	1.05232	1.05291	1.05224	1652878800.0
1.05232	1.05204	1.05264	1.05154	1652880600.0
1.05202	1.05138	1.05224	1.0512299999999999	1652882400.0
1.05138	1.05117	1.05155	1.05049	1652884200.0
1.05116	1.05207	1.0526200000000001	1.05113	1652886000.0
1.05207	1.05211	1.05257	1.05149	1652887800.0
1.05211	1.05197	1.05268	1.05164	1652889600.0
1.0520100000000001	1.05188	1.05418	1.05179	1652891400.0
1.05189	1.05055	1.05243	1.0505	1652893200.0
1.05056	1.05115	1.05138	1.04946	1652895000.0
1.05114	1.05002	1.05138	1.04892	1652896800.0
1.05002	1.04935	1.05149	1.04903	1652898600.0
1.04935	1.04891	1.04946	1.04826	1652900400.0
1.0489	1.04884	1.04982	1.04865	1652902200.0
1.04881	1.04826	1.04883	1.0476	1652904000.0
1.04825	1.04782	1.04826	1.04761	1652905800.0
1.04782	1.0482	1.04854	1.0477	1652907600.0
1.0482	1.04747	1.0485	1.04729	1652909400.0
1.04747	1.04667	1.04755	1.04663	1652911200.0
1.04667	1.04659	1.04747	1.04649	1652913000.0
1.04659	1.04628	1.04661	1.04611	1652914800.0
1.04628	1.04609	1.04669	1.04599	1652916600.0
1.04609	1.04645	1.04651	1.0459	1652918400.0
1.04645	1.04638	1.04645	1.04609	1652920200.0
1.04638	1.04689	1.04707	1.04638	1652922000.0
1.0469	1.04733	1.04745	1.04675	1652923800.0
1.04733	1.04718	1.04747	1.04701	1652925600.0
1.04718	1.04743	1.04745	1.04694	1652927400.0
1.04743	1.04823	1.04832	1.04678	1652929200.0
1.04824	1.04857	1.0500099999999999	1.04821	1652931000.0
1.04857	1.04836	1.04907	1.04836	1652932800.0
1.04831	1.04862	1.04881	1.04789	1652934600.0
1.0486	1.04867	1.04915	1.04834	1652936400.0
1.04866	1.04958	1.05009	1.04854	1652938200.0
1.04958	1.04984	1.05064	1.04958	1652940000.0
1.04984	1.04995	1.05025	1.04956	1652941800.0
1.04995	1.05039	1.05067	1.04981	1652943600.0
1.05036	1.04967	1.05037	1.0496	1652945400.0
1.04967	1.0493999999999999	1.05017	1.04935	1652947200.0
1.0493999999999999	1.04893	1.0496	1.04855	1652949000.0
1.0489	1.04823	1.04936	1.04813	1652950800.0
1.04822	1.04772	1.04845	1.04758	1652952600.0
1.04774	1.04734	1.04779	1.04648	1652954400.0
1.04735	1.04919	1.04949	1.04733	1652956200.0
1.04919	1.04964	1.04997	1.04797	1652958000.0
1.04963	1.04952	1.05091	1.0492	1652959800.0
1.04951	1.04906	1.05021	1.04874	1652961600.0
1.04906	1.04987	1.04999	1.04877	1652963400.0
1.04987	1.05039	1.05087	1.04961	1652965200.0
1.05039	1.05283	1.0535	1.05012	1652967000.0
1.05283	1.05248	1.0539	1.05163	1652968800.0
1.05249	1.05193	1.05291	1.05135	1652970600.0
1.05194	1.05239	1.05297	1.05168	1652972400.0
1.0524	1.05369	1.0545	1.05206	1652974200.0
1.05371	1.0545	1.05613	1.05369	1652976000.0
1.05449	1.05625	1.05713	1.05422	1652977800.0
1.05629	1.05701	1.05813	1.05597	1652979600.0
1.05698	1.0588	1.05935	1.05527	1652981400.0
1.0588	1.05908	1.05917	1.05757	1652983200.0
1.05908	1.05874	1.05988	1.05839	1652985000.0
1.05874	1.05921	1.05929	1.05799	1652986800.0
1.0592	1.05943	1.05958	1.05867	1652988600.0
1.05943	1.05879	1.05982	1.0587	1652990400.0
1.05879	1.06038	1.06073	1.05867	1652992200.0
1.06039	1.05995	1.06067	1.05958	1652994000.0
1.05995	1.05985	1.06048	1.05971	1652995800.0
1.05985	1.05853	1.06021	1.05842	1652997600.0
1.05853	1.05901	1.05922	1.05835	1652999400.0
1.05901	1.05836	1.05903	1.05829	1653001200.0
1.05839	1.05854	1.05854	1.05807	1653003000.0
1.05816	1.05835	1.05861	1.05737	1653004800.0
1.05823	1.05837	1.05844	1.05798	1653006600.0
1.05837	1.05843	1.05866	1.05821	1653008400.0
1.05843	1.05805	1.05847	1.05791	1653010200.0
1.05806	1.0582799999999999	1.05833	1.05793	1653012000.0
1.05826	1.058	1.05832	1.05779	1653013800.0
1.05801	1.0578400000000001	1.05837	1.05754	1653015600.0
1.05785	1.05764	1.05789	1.05679	1653017400.0
1.05766	1.05765	1.0581	1.05686	1653019200.0
1.05765	1.05735	1.05814	1.0570599999999999	1653021000.0
1.05734	1.05623	1.05736	1.05547	1653022800.0
1.05624	1.056	1.05641	1.05591	1653024600.0
1.056	1.05599	1.05635	1.05592	1653026400.0
1.05607	1.05656	1.05671	1.05602	1653028200.0
1.05655	1.05737	1.05747	1.05623	1653030000.0
1.0574	1.05738	1.05745	1.057	1653031800.0
