1.15783	1.14936	1.15791	1.15714	1636468200.0
1.15722	1.1488	1.1579	1.15697	1636470000.0
1.15786	1.147	1.15964	1.15751	1636471800.0
1.1596	1.1472	1.15999	1.15869	1636473600.0
1.15938	1.1465	1.16086	1.15938	1636475400.0
1.16006	1.1485	1.16021	1.15768	1636477200.0
1.15802	1.148	1.15871	1.15756	1636479000.0
1.15845	1.1488	1.15858	1.15714	1636480800.0
1.15767	1.1477	1.15877	1.15746	1636482600.0
1.1587399999999999	1.1474	1.1593499999999999	1.15863	1636484400.0
1.15909	1.1473	1.1594	1.15886	1636486200.0
1.15915	1.1474	1.15939	1.15869	1636488000.0
1.15909	1.1475	1.15915	1.15871	1636489800.0
1.15899	1.1471	1.15936	1.15884	1636491600.0
1.1593499999999999	1.147	1.15948	1.15914	1636493400.0
1.15943	1.1471	1.1598600000000001	1.1593	1636495200.0
1.1593	1.1468	1.15973	1.1592	1636497000.0
1.15958	1.1469	1.15964	1.15939	1636498800.0
1.15946	1.1471	1.15951	1.15927	1636500600.0
1.1590799999999999	1.1473	1.15941	1.1589800000000001	1636502400.0
1.15904	1.1473	1.15924	1.15899	1636504200.0
1.15918	1.1472	1.15939	1.15916	1636506000.0
1.15917	1.147	1.15939	1.15916	1636507800.0
1.15934	1.1471	1.1595	1.15914	1636509600.0
1.15928	1.1473	1.15938	1.15907	1636511400.0
1.15911	1.1472	1.15953	1.15894	1636513200.0
1.1592	1.1473	1.15937	1.1588	1636515000.0
1.15914	1.1476	1.15921	1.15873	1636516800.0
1.15889	1.148	1.15892	1.15831	1636518600.0
1.15853	1.1479	1.15868	1.15826	1636520400.0
1.15865	1.1481	1.1587399999999999	1.15833	1636522200.0
1.15841	1.1483	1.1584699999999999	1.1581299999999999	1636524000.0
1.15818	1.1481	1.15846	1.15818	1636525800.0
1.15841	1.1484	1.15851	1.15789	1636527600.0
1.15815	1.1488	1.15815	1.1577	1636529400.0
1.15775	1.1487	1.15805	1.15769	1636531200.0
1.15785	1.1486	1.15823	1.15767	1636533000.0
1.15799	1.1494	1.15799	1.15702	1636534800.0
1.15723	1.1498	1.15723	1.1558	1636536600.0
1.15684	1.1497	1.15732	1.15663	1636538400.0
1.1569099999999999	1.1502	1.15713	1.15621	1636540200.0
1.15639	1.1498	1.15684	1.15594	1636542000.0
1.15677	1.1488	1.15822	1.15677	1636543800.0
1.15775	1.1487	1.15812	1.15762	1636545600.0
1.15785	1.1494	1.15807	1.15714	1636547400.0
1.1572	1.151	1.1572	1.15527	1636549200.0
1.15564	1.1517	1.15566	1.15457	1636551000.0
1.15493	1.1517	1.15536	1.15471	1636552800.0
1.15488	1.1507	1.1559	1.15451	1636554600.0
1.15582	1.1508	1.15618	1.1553499999999999	1636556400.0
1.1556899999999999	1.1512	1.15647	1.15328	1636558200.0
1.15533	1.1502	1.1569	1.15533	1636560000.0
1.15637	1.1505	1.15743	1.15495	1636561800.0
1.15611	1.1536	1.15633	1.15279	1636563600.0
1.1529099999999999	1.1547	1.15292	1.15113	1636565400.0
1.15187	1.1541	1.15348	1.15175	1636567200.0
1.15251	1.1547	1.15269	1.15146	1636569000.0
1.1519300000000001	1.1555	1.15195	1.15056	1636570800.0
1.15113	1.1554	1.15172	1.15102	1636572600.0
1.15123	1.1573	1.15157	1.14816	1636574400.0
